F1_total,F1_per_EV,F2_total,F2_per_EV,F3_total,F4_total,F4_mean,avg_waiting_time_hours,gini_satisfaction,gini_delivered_energy,num_admitted
7.867337949663848,0.26224459832212826,4.85481393014956,0.16182713100498533,4267.300656803744,4.4564773610166615,0.14854924536722205,0.0,0.7019166924116889,0.345311193384187,30
