,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.734661261633785,2.47181644277792,1.995974006673237,-0.7295724637912944,-2.5275453200017983,0.6308007250222682,1.9666429269116175,2.5182974790411072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,-1.6423095188476353,2.872756095916382,2.5533858434265073,2.3942157246649436,-2.417432687844301,1.8167964876509433,-3.5929571088634735,1.2075576345316752,0.10006996934552914,0.7228255779508159,2.9328409491008753,-0.7971387293133465,3.5887931436083202,-2.7591555923021294,3.453483944352184,-0.8122504858070978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,-13.109418367575882,-18.426579375521378,-13.493352652864125,4.923154016830047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,2.3296359105434,2.3279384415748585,-3.416505626253812,3.2064733242750276,-0.8986216381173646,-3.196898981877515,1.0676534206463315,-3.023248066679769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8180683142801488,-5.97572079293642,3.3282248862050388,-6.239470509112504,-1.2909253475728608,-4.5193510943608075,1.8135213055112072,-4.257406784551077,1.1544741190368821,-0.7936093435509131,-1.2441105188601664,-4.988926345823792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.059480384766633,-6.148763045481866,-4.8443950865963625,-10.630006106899632,0.0,0.0,0.0,0.0,0.0
87,0.0,-0.10408650566421507,-1.2607112290383462,-4.806979025928413,-7.429129739999744,4.714938124600652,-1.1214481034906125,-7.925928920712572,-2.129176968445929,7.986358665348696,3.770655355309195,2.1188642160463935,-3.4198893723772867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7765028564731624,-5.711026724859461,5.2142768121459895,3.1498343404788933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3472434059813865,3.044368085028282,3.046248402769899,3.470273682169594,0.47103386696292615,3.113893207408093,-3.1190824036477918,1.999727114271598,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.681709024593946,6.112042690334768,2.444853868108275,-3.3208129186912387,6.584157621366973,-4.221850508173331,-0.6458698567034062,-5.751384145607176,-5.142680605063548,6.039412710061685,-1.989694893294092,6.028554636221221,0.0,0.0,0.0
